Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Diego,Vidal,"4905 Rue West Broadway, Montréal, QC H4V 1R5",514-778-9936,28374659,vidal.diego@univ.teluq.ca,VIDD28374659,VIDD18069249,Masculin,18-06-1992,Automne 2022,Sciences humaines et sociales,ECO 2015,Administration (économie) internationale,A,Programme court  d'études internationales et interculturelles,675,Études internationales et interculturelles
Diego,Vidal,"4905 Rue West Broadway, Montréal, QC H4V 1R5",514-778-9936,28374659,vidal.diego@univ.teluq.ca,VIDD28374659,VIDD18069249,Masculin,18-06-1992,Automne 2022,Sciences humaines et sociales,ENV 4012,Environnement international,C,Programme court  d'études internationales et interculturelles,675,Études internationales et interculturelles
Diego,Vidal,"4905 Rue West Broadway, Montréal, QC H4V 1R5",514-778-9936,28374659,vidal.diego@univ.teluq.ca,VIDD28374659,VIDD18069249,Masculin,18-06-1992,Automne 2022,Sciences humaines et sociales,INT 1010,Introduction au développement international,B,Programme court  d'études internationales et interculturelles,675,Études internationales et interculturelles
Silvia,Zúñiga,"1868 Rue Joseph-Prévost, Laval, QC H7M 2X5",450-886-9970,56479380,zuniga.silvia@univ.teluq.ca,ZUNS56479380,ZUNS27058408,Feminin,27-05-1984,Hiver 2021,Informatique et technologies de l'information,INF 1250,Introduction aux bases de données,A,Programme court en développement de logiciels,127,Développement de logiciels
Silvia,Zúñiga,"1868 Rue Joseph-Prévost, Laval, QC H7M 2X5",450-886-9970,56479380,zuniga.silvia@univ.teluq.ca,ZUNS56479380,ZUNS27058408,Feminin,27-05-1984,Hiver 2021,Informatique et technologies de l'information,INF 1410,Génie logiciel,B,Programme court en développement de logiciels,127,Développement de logiciels
Silvia,Zúñiga,"1868 Rue Joseph-Prévost, Laval, QC H7M 2X5",450-886-9970,56479380,zuniga.silvia@univ.teluq.ca,ZUNS56479380,ZUNS27058408,Feminin,27-05-1984,Hiver 2021,Informatique et technologies de l'information,INF 1420,Interfaces humain-machine,B,Programme court en développement de logiciels,127,Développement de logiciels
Silvia,Zúñiga,"1868 Rue Joseph-Prévost, Laval, QC H7M 2X5",450-886-9970,56479380,zuniga.silvia@univ.teluq.ca,ZUNS56479380,ZUNS27058408,Feminin,27-05-1984,Hiver 2021,Informatique et technologies de l'information,INF 6450,Gestion de l'information avec XML,D,Programme court en développement de logiciels,127,Développement de logiciels
Rosario,Valdés,"1100 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3E8",450-388-6998,17265098,valdes.rosario@univ.teluq.ca,VALR17265098,VALR16098501,Feminin,16-09-1985,Hiver 2022,Sciences humaines et sociales,GEO 2001,Introduction à la géographie humaine,A,Programme court en géographie humaine,755,Géographie humaine
Rosario,Valdés,"1100 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3E8",450-388-6998,17265098,valdes.rosario@univ.teluq.ca,VALR17265098,VALR16098501,Feminin,16-09-1985,Hiver 2022,Sciences humaines et sociales,GEO 2005,Géographie du Québec,C,Programme court en géographie humaine,755,Géographie humaine
Rosario,Valdés,"1100 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3E8",450-388-6998,17265098,valdes.rosario@univ.teluq.ca,VALR17265098,VALR16098501,Feminin,16-09-1985,Hiver 2022,Sciences humaines et sociales,GEO 2002,Introduction à la géographie du tourisme,A,Programme court en géographie humaine,755,Géographie humaine
Rosario,Valdés,"1100 Rue-Notre-Dame-de-Grâces, Longueuil, QC J4J 3E8",450-388-6998,17265098,valdes.rosario@univ.teluq.ca,VALR17265098,VALR16098501,Feminin,16-09-1985,Hiver 2022,Sciences humaines et sociales,GEO 2003,Introduction à la géographie urbaine,B,Programme court en géographie humaine,755,Géographie humaine
Germán,Maldonado,"6665 Sherbrooke St W, Montreal, QC H4B 1P1",438-990-3774,19860764,maldonado.german@univ.teluq.ca,MALG19860764,MALG26108986,Masculin,26-10-1989,Automne 2022,Comptabilité,SCO 6911,Module 1 en  comptabilité de management,A,Certificat en préparation CPA,4445,Certificat en préparation CPA
Germán,Maldonado,"6665 Sherbrooke St W, Montreal, QC H4B 1P1",438-990-3774,19860764,maldonado.german@univ.teluq.ca,MALG19860764,MALG26108986,Masculin,26-10-1989,Automne 2022,Comptabilité,SCO 6913,Module 1 en comptabilité des décisions financières,C,Certificat en préparation CPA,4445,Certificat en préparation CPA
Germán,Maldonado,"6665 Sherbrooke St W, Montreal, QC H4B 1P1",438-990-3774,19860764,maldonado.german@univ.teluq.ca,MALG19860764,MALG26108986,Masculin,26-10-1989,Automne 2022,Comptabilité,SCO 6914,Module 1 en certification,B,Certificat en préparation CPA,4445,Certificat en préparation CPA
Germán,Maldonado,"6665 Sherbrooke St W, Montreal, QC H4B 1P1",438-990-3774,19860764,maldonado.german@univ.teluq.ca,MALG19860764,MALG26108986,Masculin,26-10-1989,Automne 2022,Comptabilité,SCO 6920,Module 2 en information financière,Abandon,Certificat en préparation CPA,4445,Certificat en préparation CPA
Héctor,Tapia,"4713 Av. Doherty, Montréal, QC H4B 2B2",514-446-8846,64538768,tapia.hector@univ.teluq.ca,TAPH64538768,TAPH15108747,Masculin,15-10-1987,Automne 2022,Informatique et technologies de l'information,ADM 6050,Analytique d'affaires,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Héctor,Tapia,"4713 Av. Doherty, Montréal, QC H4B 2B2",514-446-8846,64538768,tapia.hector@univ.teluq.ca,TAPH64538768,TAPH15108747,Masculin,15-10-1987,Automne 2022,Informatique et technologies de l'information,ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,C,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Héctor,Tapia,"4713 Av. Doherty, Montréal, QC H4B 2B2",514-446-8846,64538768,tapia.hector@univ.teluq.ca,TAPH64538768,TAPH15108747,Masculin,15-10-1987,Automne 2022,Informatique et technologies de l'information,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",A,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Héctor,Tapia,"4713 Av. Doherty, Montréal, QC H4B 2B2",514-446-8846,64538768,tapia.hector@univ.teluq.ca,TAPH64538768,TAPH15108747,Masculin,15-10-1987,Automne 2022,Informatique et technologies de l'information,INF 6065,Sécurité des réseaux et des systèmes informatiques,A,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Patricia,Jiménez,"2517 Avenue Walkley, Montreal, QC H4B 2J9",438-994-5778,26586970,jimenez.patricia@univ.teluq.ca,JIMP26586970,JIMP15039495,Feminin,15-03-1994,Automne 2022,Gestion des technologies de l'information,ADM 6050,Analytique d'affaires,B,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Patricia,Jiménez,"2517 Avenue Walkley, Montreal, QC H4B 2J9",438-994-5778,26586970,jimenez.patricia@univ.teluq.ca,JIMP26586970,JIMP15039495,Feminin,15-03-1994,Automne 2022,Gestion des technologies de l'information,ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,A,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Patricia,Jiménez,"2517 Avenue Walkley, Montreal, QC H4B 2J9",438-994-5778,26586970,jimenez.patricia@univ.teluq.ca,JIMP26586970,JIMP15039495,Feminin,15-03-1994,Automne 2022,Gestion des technologies de l'information,INF 6107,Web social,C,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Patricia,Jiménez,"2517 Avenue Walkley, Montreal, QC H4B 2J9",438-994-5778,26586970,jimenez.patricia@univ.teluq.ca,JIMP26586970,JIMP15039495,Feminin,15-03-1994,Automne 2022,Gestion des technologies de l'information,TED 6520,Environnements d'apprentissage intelligents,C,"Maîtrise en sciences (technologies de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Gerardo,Araya,"5265 Patricia Ave, Montreal, QC H4V 1Y9",514-166-4886,75649386,araya.gerardo@univ.teluq.ca,ARAG75649386,ARAG16129742,Masculin,16-12-1997,Hiver 2022,Sciences humaines et sociales,ECO 2011,Administration (économie) du Québec,B,Programme court  en études québécoises,683,Études québécoises
Gerardo,Araya,"5265 Patricia Ave, Montreal, QC H4V 1Y9",514-166-4886,75649386,araya.gerardo@univ.teluq.ca,ARAG75649386,ARAG16129742,Masculin,16-12-1997,Hiver 2022,Sciences humaines et sociales,GEO 2005,Géographie du Québec,B,Programme court  en études québécoises,683,Études québécoises
Gerardo,Araya,"5265 Patricia Ave, Montreal, QC H4V 1Y9",514-166-4886,75649386,araya.gerardo@univ.teluq.ca,ARAG75649386,ARAG16129742,Masculin,16-12-1997,Hiver 2022,Sciences humaines et sociales,HIS 1060,Introduction à l'histoire du Québec,A,Programme court  en études québécoises,683,Études québécoises
Gerardo,Araya,"5265 Patricia Ave, Montreal, QC H4V 1Y9",514-166-4886,75649386,araya.gerardo@univ.teluq.ca,ARAG75649386,ARAG16129742,Masculin,16-12-1997,Hiver 2022,Sciences humaines et sociales,HIS 2002,Histoire culturelle du comique au Québec,A,Programme court  en études québécoises,683,Études québécoises
Gary,Leiva,"4239 W Hill Ave, Montreal, QC H4B 2S8",438-288-5997,80198562,leiva.gary@univ.teluq.ca,LEIG80198562,LEIG28118682,Masculin,28-11-1986,Hiver 2022,Informatique et technologies de l'information,INF 1250,Introduction aux bases de données,A,Programme court en développement de logiciels,127,Développement de logiciels
Gary,Leiva,"4239 W Hill Ave, Montreal, QC H4B 2S8",438-288-5997,80198562,leiva.gary@univ.teluq.ca,LEIG80198562,LEIG28118682,Masculin,28-11-1986,Hiver 2022,Informatique et technologies de l'information,INF 1410,Génie logiciel,B,Programme court en développement de logiciels,127,Développement de logiciels
Gary,Leiva,"4239 W Hill Ave, Montreal, QC H4B 2S8",438-288-5997,80198562,leiva.gary@univ.teluq.ca,LEIG80198562,LEIG28118682,Masculin,28-11-1986,Hiver 2022,Informatique et technologies de l'information,INF 1420,Interfaces humain-machine,A,Programme court en développement de logiciels,127,Développement de logiciels
Gary,Leiva,"4239 W Hill Ave, Montreal, QC H4B 2S8",438-288-5997,80198562,leiva.gary@univ.teluq.ca,LEIG80198562,LEIG28118682,Masculin,28-11-1986,Hiver 2022,Informatique et technologies de l'information,INF 6450,Gestion de l'information avec XML,B,Programme court en développement de logiciels,127,Développement de logiciels
Hernán,Rojas,"445 Av. des Lacasse, Laval, QC H7K 2Z3",438-388-5883,67859704,rojas.hernan@univ.teluq.ca,ROJH67859704,ROJH16119584,Masculin,16-11-1995,Hiver 2021,Informatique et technologies de l'information,INF 2005,Programmation orientée objet avec C++,B,Majeure en informatique,6010,Informatique 
Hernán,Rojas,"445 Av. des Lacasse, Laval, QC H7K 2Z3",438-388-5883,67859704,rojas.hernan@univ.teluq.ca,ROJH67859704,ROJH16119584,Masculin,16-11-1995,Hiver 2021,Informatique et technologies de l'information,INF 2007,Programmation avancée,Abandon,Majeure en informatique,6010,Informatique 
Hernán,Rojas,"445 Av. des Lacasse, Laval, QC H7K 2Z3",438-388-5883,67859704,rojas.hernan@univ.teluq.ca,ROJH67859704,ROJH16119584,Masculin,16-11-1995,Hiver 2021,Informatique et technologies de l'information,INF 2009,Projet de programmation web,A,Majeure en informatique,6010,Informatique 
Hernán,Rojas,"445 Av. des Lacasse, Laval, QC H7K 2Z3",438-388-5883,67859704,rojas.hernan@univ.teluq.ca,ROJH67859704,ROJH16119584,Masculin,16-11-1995,Hiver 2021,Informatique et technologies de l'information,INF 6400,Gestion de connaissances en informatique,A,Majeure en informatique,6010,Informatique 
Jaime,Cortés,"4173 Decarie Blvd, Montreal, QC H4A 3J8",514-199-5586,40938756,cortes.jaime@univ.teluq.ca,CORJ40938756,CORJ14128341,Masculin,14-12-1983,Automne 2021,Sciences humaines et sociales,PSY 3500,Activité d'intégration,B,Certificat en psychologie,4350,Psychologie
Jaime,Cortés,"4173 Decarie Blvd, Montreal, QC H4A 3J8",514-199-5586,40938756,cortes.jaime@univ.teluq.ca,CORJ40938756,CORJ14128341,Masculin,14-12-1983,Automne 2021,Sciences humaines et sociales,PSY 1110,Intrduction à l'histoire de la psychologie,C,Certificat en psychologie,4350,Psychologie
Jaime,Cortés,"4173 Decarie Blvd, Montreal, QC H4A 3J8",514-199-5586,40938756,cortes.jaime@univ.teluq.ca,CORJ40938756,CORJ14128341,Masculin,14-12-1983,Automne 2021,Sciences humaines et sociales,PSY 1300,Introduction à la psychologie de la personnalité,C,Certificat en psychologie,4350,Psychologie
Jaime,Cortés,"4173 Decarie Blvd, Montreal, QC H4A 3J8",514-199-5586,40938756,cortes.jaime@univ.teluq.ca,CORJ40938756,CORJ14128341,Masculin,14-12-1983,Automne 2021,Sciences humaines et sociales,PSY 4001,Introductionà la psychologie cognitive,B,Certificat en psychologie,4350,Psychologie
Iván,Pérez,"685 Rue Montarville, Longueuil, QC J4H 2M3",579-998-2774,58609843,perez.ivan@univ.teluq.ca,PERI58609843,PERI16058598,Masculin,16-05-1985,Été 2021,Comptabilité,ADM 1400,Théories de l'organisation,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Iván,Pérez,"685 Rue Montarville, Longueuil, QC J4H 2M3",579-998-2774,58609843,perez.ivan@univ.teluq.ca,PERI58609843,PERI16058598,Masculin,16-05-1985,Été 2021,Comptabilité,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Iván,Pérez,"685 Rue Montarville, Longueuil, QC J4H 2M3",579-998-2774,58609843,perez.ivan@univ.teluq.ca,PERI58609843,PERI16058598,Masculin,16-05-1985,Été 2021,Comptabilité,FIN 1936,Valeurs mobilières et gestion de portefeuille,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Iván,Pérez,"685 Rue Montarville, Longueuil, QC J4H 2M3",579-998-2774,58609843,perez.ivan@univ.teluq.ca,PERI58609843,PERI16058598,Masculin,16-05-1985,Été 2021,Comptabilité,FIN 2020,Administration financière 2,C,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Hugo,Peña,"4363 Av Harvard, Montréal, QC H4A 2W9",438-663-4990,75903872,pena.hugo@univ.teluq.ca,PENH75903872,PENH09048583,Masculin,9/4/1985,Hiver 2021,Gestion des resources humaines et relations de travail,DRT 1080,Droit du travail au Québec,B,Certificat en relations du travail,4099,Relations du travail
Hugo,Peña,"4363 Av Harvard, Montréal, QC H4A 2W9",438-663-4990,75903872,pena.hugo@univ.teluq.ca,PENH75903872,PENH09048583,Masculin,9/4/1985,Hiver 2021,Gestion des resources humaines et relations de travail,ECO 3003,Administration (économie) du travail,C,Certificat en relations du travail,4099,Relations du travail
Hugo,Peña,"4363 Av Harvard, Montréal, QC H4A 2W9",438-663-4990,75903872,pena.hugo@univ.teluq.ca,PENH75903872,PENH09048583,Masculin,9/4/1985,Hiver 2021,Gestion des resources humaines et relations de travail,RIN 1012,Droit et pratique des conventions collectives,A,Certificat en relations du travail,4099,Relations du travail
Hugo,Peña,"4363 Av Harvard, Montréal, QC H4A 2W9",438-663-4990,75903872,pena.hugo@univ.teluq.ca,PENH75903872,PENH09048583,Masculin,9/4/1985,Hiver 2021,Gestion des resources humaines et relations de travail,RIN 1022,Négociation collective contemporaine,C,Certificat en relations du travail,4099,Relations du travail
Andrea,Godoy,"212 Rue Paul, Longueuil, QC J4L 1A2",450-884-9006,82756493,godoy.andrea@univ.teluq.ca,GODA82756493,GODA18019701,Feminin,18-01-1997,Hiver 2022,Informatique et technologies de l'information,INF 6104,Recherche d'informations et web,B,Programme court en technologie de l'information,810,Technologie de l'information
Andrea,Godoy,"212 Rue Paul, Longueuil, QC J4L 1A2",450-884-9006,82756493,godoy.andrea@univ.teluq.ca,GODA82756493,GODA18019701,Feminin,18-01-1997,Hiver 2022,Informatique et technologies de l'information,INF 6408,Informatique de l'analyse multidimensionnelle,A,Programme court en technologie de l'information,810,Technologie de l'information
Andrea,Godoy,"212 Rue Paul, Longueuil, QC J4L 1A2",450-884-9006,82756493,godoy.andrea@univ.teluq.ca,GODA82756493,GODA18019701,Feminin,18-01-1997,Hiver 2022,Informatique et technologies de l'information,INF 6409,Forage de données,A,Programme court en technologie de l'information,810,Technologie de l'information
Andrea,Godoy,"212 Rue Paul, Longueuil, QC J4L 1A2",450-884-9006,82756493,godoy.andrea@univ.teluq.ca,GODA82756493,GODA18019701,Feminin,18-01-1997,Hiver 2022,Informatique et technologies de l'information,INF 6426,Vision par ordinateur et apprentissage profond,B,Programme court en technologie de l'information,810,Technologie de l'information
